timestamp_ns,dt,raw_baro_alt,gps_alt,ekf_alt,ekf_vel_z,pid_target,pid_out_throttle
1782737874935015168,0.00025,-0.681061,-0.681061,-0.243431,-0,100,0.5
1782737874935265280,0.00025,-0.681061,-0.681061,-0.358665,-7.4749e-06,100,0.84
1782737874935515392,0.00025,-0.681061,-0.681061,-0.425862,-1.25291e-05,100,0.84
1782737874935765504,0.00025,-0.681061,-0.681061,-0.469879,-1.60218e-05,100,0.84
1782737874936015616,0.00025,-0.681061,-0.681061,-0.500945,-1.85551e-05,100,0.84
1782737874936265728,0.00025,-0.681061,-0.681061,-0.524044,-2.04693e-05,100,0.84
1782737874936515840,0.00025,-0.681061,-0.681061,-0.541891,-2.19637e-05,100,0.84
1782737874936765952,0.00025,-0.681061,-0.681061,-0.556095,-2.31612e-05,100,0.84
1782737874937016064,0.00025,-0.681061,-0.681061,-0.567669,-2.41412e-05,100,0.84
1782737874937266176,0.00025,-0.681061,-0.681061,-0.57728,-2.49572e-05,100,0.84
1782737874937516288,0.00025,-0.681061,-0.681061,-0.585389,-2.56465e-05,100,0.84
1782737874937766400,0.00025,0,0,-0.585389,-2.56464e-05,100,0.84
1782737874938016512,0.00025,0,0,-0.585389,-2.56464e-05,100,0.84
1782737874938266624,0.00025,0,0,-0.585389,-2.56464e-05,100,0.84
1782737874938516736,0.00025,0,0,-0.585389,-2.56463e-05,100,0.84
1782737874938766848,0.00025,0,0,-0.585389,-2.56463e-05,100,0.84
1782737874939016960,0.00025,0,0,-0.585389,-2.56462e-05,100,0.84
1782737874939267072,0.00025,0,0,-0.585389,-2.56462e-05,100,0.84
1782737874939517184,0.00025,0,0,-0.585389,-2.56461e-05,100,0.84
1782737874939767296,0.00025,0,0,-0.585389,-2.56461e-05,100,0.84
1782737874940017408,0.00025,0,0,-0.585389,-2.56461e-05,100,0.84
1782737874940267520,0.00025,0,0,-0.585389,-2.5646e-05,100,0.84
1782737874940517632,0.00025,0,0,-0.585389,-2.5646e-05,100,0.84
1782737874940767744,0.00025,0,0,-0.585389,-2.56459e-05,100,0.84
1782737874941017856,0.00025,0,0,-0.585389,-2.56459e-05,100,0.84
1782737874941267968,0.00025,0,0,-0.585389,-2.56459e-05,100,0.84
1782737874941518080,0.00025,0,0,-0.585389,-2.56458e-05,100,0.84
1782737874941768192,0.00025,0,0,-0.585389,-2.56458e-05,100,0.84
1782737874942018304,0.00025,0,0,-0.585389,-2.56457e-05,100,0.84
1782737874942268416,0.00025,0,0,-0.585389,-2.56457e-05,100,0.84
1782737874942518528,0.00025,0,0,-0.585389,-2.56457e-05,100,0.84
1782737874942768640,0.00025,0,0,-0.585389,-2.56456e-05,100,0.84
1782737874943018752,0.00025,0,0,-0.585389,-2.56456e-05,100,0.84
1782737874943268864,0.00025,0,0,-0.585389,-2.56455e-05,100,0.84
1782737874943518976,0.00025,0,0,-0.585389,-2.56455e-05,100,0.84
1782737874943769088,0.00025,0,0,-0.585389,-2.56455e-05,100,0.84
1782737874944019200,0.00025,0,0,-0.585389,-2.56454e-05,100,0.84
1782737874944269312,0.00025,0,0,-0.585389,-2.56454e-05,100,0.84
1782737874944519424,0.00025,0,0,-0.585389,-2.56453e-05,100,0.84
1782737874944769536,0.00025,0,0,-0.585389,-2.56453e-05,100,0.84
1782737874945019648,0.00025,0,0,-0.585389,-2.56453e-05,100,0.84
1782737874945269760,0.00025,0,0,-0.585389,-2.56452e-05,100,0.84
1782737874945519872,0.00025,0,0,-0.585389,-2.56452e-05,100,0.84
1782737874945769984,0.00025,0,0,-0.585389,-2.56451e-05,100,0.84
1782737874946020096,0.00025,0,0,-0.585389,-2.56451e-05,100,0.84
1782737874946270208,0.00025,0,0,-0.585389,-2.56451e-05,100,0.84
1782737874946520320,0.00025,0,0,-0.585389,-2.5645e-05,100,0.84
1782737874946770432,0.00025,0,0,-0.585389,-2.5645e-05,100,0.84
1782737874947020544,0.00025,0,0,-0.585389,-2.56449e-05,100,0.84
1782737874947270656,0.00025,0,0,-0.585389,-2.56449e-05,100,0.84
1782737874947520768,0.00025,0,0,-0.58539,-2.56449e-05,100,0.84
1782737874947770880,0.00025,0,0,-0.58539,-2.56448e-05,100,0.84
1782737874948020992,0.00025,0,0,-0.58539,-2.56448e-05,100,0.84
1782737874948271104,0.00025,0,0,-0.58539,-2.56447e-05,100,0.84
1782737874948521216,0.00025,0,0,-0.58539,-2.56447e-05,100,0.84
1782737874948771328,0.00025,0,0,-0.58539,-2.56446e-05,100,0.84
1782737874949021440,0.00025,0,0,-0.58539,-2.56446e-05,100,0.84
1782737874949271552,0.00025,0,0,-0.58539,-2.56446e-05,100,0.84
1782737874949521664,0.00025,0,0,-0.58539,-2.56445e-05,100,0.84
1782737874949771776,0.00025,0,0,-0.58539,-2.56445e-05,100,0.84
1782737874950021888,0.00025,0,0,-0.58539,-2.56444e-05,100,0.84
1782737874950272000,0.00025,0,0,-0.58539,-2.56444e-05,100,0.84
1782737874950522112,0.00025,0,0,-0.58539,-2.56444e-05,100,0.84
1782737874950772224,0.00025,0,0,-0.58539,-2.56443e-05,100,0.84
1782737874951022336,0.00025,0,0,-0.58539,-2.56443e-05,100,0.84
1782737874951272448,0.00025,0,0,-0.58539,-2.56442e-05,100,0.84
1782737874951522560,0.00025,0,0,-0.58539,-2.56442e-05,100,0.84
1782737874951772672,0.00025,0,0,-0.58539,-2.56442e-05,100,0.84
1782737874952022784,0.00025,0,0,-0.58539,-2.56441e-05,100,0.84
1782737874952272896,0.00025,0,0,-0.58539,-2.56441e-05,100,0.84
1782737874952523008,0.00025,0,0,-0.58539,-2.5644e-05,100,0.84
1782737874952773120,0.00025,0,0,-0.58539,-2.5644e-05,100,0.84
1782737874953023232,0.00025,0,0,-0.58539,-2.5644e-05,100,0.84
1782737874953273344,0.00025,0,0,-0.58539,-2.56439e-05,100,0.84
1782737874953523456,0.00025,0,0,-0.58539,-2.56439e-05,100,0.84
1782737874953773568,0.00025,0,0,-0.58539,-2.56438e-05,100,0.84
1782737874954023680,0.00025,0,0,-0.58539,-2.56438e-05,100,0.84
1782737874954273792,0.00025,0,0,-0.58539,-2.56438e-05,100,0.84
1782737874954523904,0.00025,0,0,-0.58539,-2.56437e-05,100,0.84
1782737874954774016,0.00025,0,0,-0.58539,-2.56437e-05,100,0.84
1782737874955024128,0.00025,0,0,-0.58539,-2.56436e-05,100,0.84
1782737874955274240,0.00025,0,0,-0.58539,-2.56436e-05,100,0.84
1782737874955524352,0.00025,0,0,-0.58539,-2.56436e-05,100,0.84
1782737874955774464,0.00025,0,0,-0.58539,-2.56435e-05,100,0.84
1782737874956024576,0.00025,0,0,-0.58539,-2.56435e-05,100,0.84
1782737874956274688,0.00025,0,0,-0.58539,-2.56434e-05,100,0.84
1782737874956524800,0.00025,0,0,-0.58539,-2.56434e-05,100,0.84
1782737874956774912,0.00025,0,0,-0.58539,-2.56434e-05,100,0.84
1782737874957025024,0.00025,0,0,-0.58539,-2.56433e-05,100,0.84
1782737874957275136,0.00025,-0.681061,-0.681061,-0.592324,-5.88169e-05,100,0.84
1782737874957525248,0.00025,-0.681061,-0.681061,-0.598321,-8.24651e-05,100,0.84
1782737874957775360,0.00025,-0.681061,-0.681061,-0.603559,-9.94723e-05,100,0.84
1782737874958025472,0.00025,-0.681061,-0.681061,-0.608173,-0.00011175,100,0.84
1782737874958275584,0.00025,-0.681061,-0.681061,-0.612269,-0.000120598,100,0.84
1782737874958525696,0.00025,-0.681061,-0.681061,-0.615928,-0.000126922,100,0.84
1782737874958775808,0.00025,-0.681061,-0.681061,-0.619218,-0.000131366,100,0.84
1782737874959025920,0.00025,-0.681061,-0.681061,-0.622192,-0.000134393,100,0.84
1782737874959276032,0.00025,-0.681061,-0.681061,-0.624893,-0.000136346,100,0.84
