idx,sim_ts_ns,wall_us,read_us,interarrival_us,jitter_us,sim_dt_us
429,1782476962280838300,573694,1.7,1324.5,324.5,875
430,1782476962281963300,574909,0.9,1215.2,539.7,1125
431,1782476962283088300,575994,0.9,1084.9,624.6,1125
432,1782476962284213300,577049,1.1,1054.3,678.9,1125
433,1782476962285088300,578004,2,955.8,634.7,875
434,1782476962286088300,578972,0.6,967.2,601.9,1000
435,1782476962286838300,579686,0.4,714.3,316.2,750
436,1782476962287463300,580370,0.5,683.8,0,625
437,1782476962288463300,581370,0.6,1000,0,1000
438,1782476962289463300,582370,1.2,1000,0,1000
439,1782476962290463300,583370,0.5,1000,0,1000
440,1782476962291463300,584370,0.5,1000,0,1000
441,1782476962292463300,585370,0.5,1000,0,1000
442,1782476962293463300,586370,0.9,1000,0,1000
443,1782476962294463300,587370,0.4,1000,0,1000
444,1782476962295463300,588370,0.8,1000,0,1000
445,1782476962296213300,589419,1.1,1049.4,49.4,750
446,1782476962297838300,590976,1.7,1556.7,606.1,1625
447,1782476962298963300,592183,1.2,1207.3,813.4,1125
448,1782476962299838300,592988,0.6,804.8,618.2,875
449,1782476962300463300,593681,0.4,692.9,311.1,625
450,1782476962301213300,594371,0.7,689.8,0.9,750
451,1782476962302213300,595370,0.6,999.1,0,1000
452,1782476962303213300,596370,0.8,1000,0,1000
453,1782476962304213300,597370,1.7,1000,0,1000
454,1782476962305213300,598370,0.8,1000,0,1000
455,1782476962306213300,599370,0.6,1000,0,1000
456,1782476962307213300,600370,0.4,1000,0,1000
457,1782476962308213300,601370,0.5,1000,0,1000
458,1782476962309213300,602370,1.2,1000,0,1000
459,1782476962310213300,603370,0.5,1000,0,1000
460,1782476962311213300,604370,0.6,1000,0,1000
461,1782476962311963300,605370,2.1,1000,0,750
462,1782476962312963300,606370,1,1000,0,1000
463,1782476962313963300,607370,1.9,1000,0,1000
464,1782476962314963300,608370,1.3,1000,0,1000
465,1782476962315963300,609370,0.5,1000,0,1000
466,1782476962316963300,610370,3.5,1000,0,1000
467,1782476962317963300,611370,1.8,1000,0,1000
468,1782476962318963300,612370,0.6,1000,0,1000
469,1782476962319963300,613370,0.5,1000,0,1000
470,1782476962320963300,614370,4.8,1000,0,1000
471,1782476962321963300,615370,0.8,1000,0,1000
472,1782476962322963300,616370,0.8,1000,0,1000
473,1782476962323963300,617370,0.8,1000,0,1000
474,1782476962324963300,618370,0.5,1000,0,1000
475,1782476962325963300,619370,0.8,1000.2,0.2,1000
476,1782476962326963300,620400,0.8,1030.3,30.5,1000
477,1782476962327963300,621370,0.7,969.5,0,1000
478,1782476962328963300,622370,0.6,1000,0,1000
479,1782476962329963300,623370,1.1,1000,0,1000
480,1782476962330963300,624370,0.8,1000,0,1000
481,1782476962331963300,625370,0.7,1000,0,1000
482,1782476962332838300,626370,0.9,1000,0,875
483,1782476962333838300,627370,0.5,1000,0,1000
484,1782476962334838300,628396,3.9,1026.3,26.3,1000
485,1782476962335713300,629370,0.6,973.7,0,875
486,1782476962336713300,630370,2.2,1000,0,1000
487,1782476962337713300,631370,0.6,1000,0,1000
488,1782476962338713300,632377,1.5,1007.4,7.4,1000
489,1782476962339713300,633377,0.8,1000.1,7.5,1000
490,1782476962340713300,634370,0.6,992.5,0,1000
491,1782476962341713300,635370,0.7,1000,0,1000
492,1782476962342838300,636521,0.5,1151.7,151.7,1125
493,1782476962343713300,637370,0.5,848.3,0,875
494,1782476962344713300,638370,0.6,1000,0,1000
495,1782476962345713300,639370,1.5,1000,0,1000
496,1782476962346713300,640370,0.9,1000,0,1000
497,1782476962347713300,641370,0.9,1000,0,1000
498,1782476962348713300,642370,0.5,1000,0,1000
499,1782476962349713300,643370,0.9,1000,0,1000
500,1782476962350713300,644370,0.7,1000,0,1000
501,1782476962351713300,645370,0.5,1000,0,1000
502,1782476962352713300,646370,0.6,1000,0,1000
503,1782476962353713300,647370,0.6,1000,0,1000
504,1782476962354713300,648370,0.5,1000,0,1000
505,1782476962355713300,649370,0.5,1000,0,1000
506,1782476962356713300,650370,0.6,1000,0,1000
507,1782476962357588300,651370,0.8,1000,0,875
508,1782476962358588300,652386,0.9,1015.9,15.9,1000
509,1782476962359713300,653493,0.5,1107.7,123.6,1125
510,1782476962360588300,654370,0.9,876.4,0,875
511,1782476962361588300,655370,0.7,1000,0,1000
512,1782476962362713300,656480,0.8,1110.3,110.3,1125
513,1782476962362838300,657581,0.8,1100.9,211.2,125
514,1782476962363588300,687370,2.4,29788.8,0,750
515,1782476962364588300,688370,0.8,1000,0,1000
516,1782476962365588300,689370,1.1,1000,0,1000
517,1782476962366588300,690370,0.7,1000,0,1000
518,1782476962367588300,691370,1.9,1000,0,1000
519,1782476962368588300,692370,0.6,1000,0,1000
520,1782476962369588300,693370,1.2,1000,0,1000
521,1782476962370588300,694370,0.9,1000,0,1000
522,1782476962371588300,695370,0.7,1000,0,1000
523,1782476962372588300,696370,0.6,1000,0,1000
524,1782476962373588300,697370,0.9,1000,0,1000
525,1782476962374338300,698370,1.4,1000,0,750
526,1782476962375338300,699370,0.7,1000,0,1000
527,1782476962376338300,700370,0.6,1000,0,1000
528,1782476962377338300,701370,0.6,1000,0,1000
529,1782476962378338300,702370,1,1000,0,1000
530,1782476962379338300,703370,0.5,1000,0,1000
531,1782476962380338300,704370,0.6,1000,0,1000
532,1782476962381338300,705370,0.7,1000,0,1000
533,1782476962382338300,706370,1.2,1000,0,1000
534,1782476962383338300,707370,1,1000,0,1000
535,1782476962384338300,708370,0.5,1000,0,1000
