timestamp_ns,dt,raw_baro_alt,gps_alt,ekf_alt,ekf_vel_z,pid_target,pid_out_throttle
1782476961858338300,0.001,-0.679701,-0.679701,-0.242945,-0,0,0.5
1782476961860463300,0.001,-0.679701,-0.679701,-0.357949,-6.33425e-05,0,0.5
1782476961861463300,0.001,-0.679701,-0.679701,-0.425012,-8.74093e-05,0,0.5
1782476961862463300,0.001,-0.679701,-0.679701,-0.468941,-9.97654e-05,0,0.5
1782476961862588300,0.001,-0.679701,-0.679701,-0.499946,-0.000100723,0,0.5
1782476961863588300,0.001,-0.679701,-0.679701,-0.522998,-0.000102578,0,0.5
1782476961864588300,0.001,-0.679701,-0.679701,-0.54081,-0.0001046,0,0.5
1782476961865588300,0.001,-0.679701,-0.679701,-0.554986,-0.000106538,0,0.5
1782476961866588300,0.001,-0.679701,-0.679701,-0.566536,-0.000108308,0,0.5
1782476961867588300,0.001,-0.679701,-0.679701,-0.576128,-0.000109891,0,0.5
1782476961868588300,0.001,-0.679701,-0.679701,-0.584222,-0.000111295,0,0.5
1782476961869588300,0.001,-0.679701,-0.679701,-0.591142,-0.000112533,0,0.5
1782476961870588300,0.001,-0.679701,-0.679701,-0.597126,-0.000113623,0,0.5
1782476961871588300,0.001,-0.679701,-0.679701,-0.602354,-0.000114581,0,0.5
1782476961872588300,0.001,-0.679701,-0.679701,-0.606958,-0.000115421,0,0.5
1782476961873588300,0.001,-0.679701,-0.679701,-0.611046,-0.000116157,0,0.5
1782476961874588300,0.001,-0.679701,-0.679701,-0.614698,-0.0001168,0,0.5
1782476961875588300,0.001,-0.679701,-0.679701,-0.617982,-0.000117361,0,0.5
1782476961876588300,0.001,-0.679701,-0.679701,-0.620949,-0.000117846,0,0.5
1782476961877588300,0.001,-0.679701,-0.679701,-0.623645,-0.000118265,0,0.5
1782476961878588300,0.001,-0.679701,-0.679701,-0.626104,-0.000118622,0,0.5
1782476961879588300,0.001,-0.679701,-0.679701,-0.628356,-0.000118924,0,0.5
1782476961880588300,0.001,-0.679701,-0.679701,-0.630427,-0.000119176,0,0.5
1782476961881588300,0.001,-0.679701,-0.679701,-0.632337,-0.000119381,0,0.5
1782476961882588300,0.001,-0.679701,-0.679701,-0.634104,-0.000119543,0,0.5
1782476961883588300,0.001,-0.679701,-0.679701,-0.635745,-0.000119666,0,0.5
1782476961884588300,0.001,-0.679701,-0.679701,-0.637271,-0.000119753,0,0.5
1782476961885588300,0.001,-0.679701,-0.679701,-0.638695,-0.000119805,0,0.5
1782476961886588300,0.001,-0.679701,-0.679701,-0.640027,-0.000119826,0,0.5
