idx,sim_ts_ns,wall_us,read_us,interarrival_us,jitter_us,sim_dt_us
4671,1782475484606838300,4.49163e+06,0.3,677.3,427.3,625
4672,1782475484607588300,4.49236e+06,1.3,725.1,475.1,750
4673,1782475484608213300,4.49301e+06,0.4,657,407,625
4674,1782475484608963300,4.49368e+06,0.5,666,416,750
4675,1782475484609713300,4.49449e+06,0.6,814.3,564.3,750
4676,1782475484610338300,4.49516e+06,0.5,662.5,412.5,625
4677,1782475484611088300,4.49583e+06,0.6,677.6,427.6,750
4678,1782475484611838300,4.49663e+06,0.5,795.1,545.1,750
4679,1782475484612463300,4.49729e+06,0.4,657.2,407.2,625
4680,1782475484613213300,4.49797e+06,0.5,680.6,430.6,750
4681,1782475484613963300,4.49876e+06,0.6,796.2,546.2,750
4682,1782475484614588300,4.49942e+06,0.3,655.8,405.8,625
4683,1782475484615213300,4.50008e+06,0.4,662.6,412.6,625
4684,1782475484615963300,4.50074e+06,0.5,663.1,413.1,750
4685,1782475484616588300,4.5014e+06,0.2,657.4,407.4,625
4686,1782475484617213300,4.50207e+06,0.4,671,421,625
4687,1782475484617963300,4.50281e+06,0.6,737.8,487.8,750
4688,1782475484618713300,4.50351e+06,0.5,699.6,449.6,750
4689,1782475484619338300,4.50416e+06,0.4,649.1,399.1,625
4690,1782475484620088300,4.50486e+06,0.5,701,451,750
4691,1782475484620713300,4.50557e+06,0.5,713,463,625
4692,1782475484621463300,4.50627e+06,0.5,699.1,449.1,750
4693,1782475484622088300,4.50695e+06,0.3,674.9,424.9,625
4694,1782475484622963300,4.50781e+06,0.9,865.9,615.9,875
4695,1782475484623588300,4.5085e+06,0.6,688.1,438.1,625
4696,1782475484624463300,4.5093e+06,0.6,797.1,547.1,875
4697,1782475484625213300,4.51006e+06,0.6,764,514,750
4698,1782475484625838300,4.51074e+06,0.6,672.7,422.7,625
4699,1782475484626463300,4.51137e+06,0.4,634.7,384.7,625
4700,1782475484627213300,4.51207e+06,0.3,701.4,451.4,750
4701,1782475484628088300,4.513e+06,0.5,931.1,681.1,875
4702,1782475484628713300,4.51368e+06,0.4,672.2,422.2,625
4703,1782475484629338300,4.51432e+06,0.3,644,394,625
4704,1782475484630088300,4.51497e+06,0.6,651.2,401.2,750
4705,1782475484630713300,4.51562e+06,0.5,652,402,625
4706,1782475484631338300,4.51629e+06,0.4,666,416,625
4707,1782475484631963300,4.51695e+06,0.3,660.1,410.1,625
4708,1782475484632588300,4.5176e+06,0.5,646.9,396.9,625
4709,1782475484633338300,4.51824e+06,0.5,644.1,394.1,750
4710,1782475484633963300,4.51889e+06,0.5,647.3,397.3,625
4711,1782475484634588300,4.51954e+06,0.3,655.5,405.5,625
4712,1782475484635213300,4.52019e+06,0.4,643.4,393.4,625
4713,1782475484635963300,4.52089e+06,0.5,706.5,456.5,750
4714,1782475484636588300,4.52155e+06,0.3,657.1,407.1,625
4715,1782475484637213300,4.52219e+06,0.5,639.3,389.3,625
4716,1782475484637838300,4.52284e+06,0.5,656,406,625
4717,1782475484638588300,4.52349e+06,0.6,641.8,391.8,750
4718,1782475484639213300,4.52415e+06,0.3,658.8,408.8,625
4719,1782475484639838300,4.52484e+06,0.5,693.9,443.9,625
4720,1782475484640588300,4.52552e+06,0.5,681.1,431.1,750
4721,1782475484641338300,4.52628e+06,0.9,762.3,512.3,750
4722,1782475484641963300,4.52695e+06,0.3,666.8,416.8,625
4723,1782475484642713300,4.52776e+06,1.1,811.7,561.7,750
4724,1782475484643713300,4.52875e+06,1.4,992.2,742.2,1000
4725,1782475484644463300,4.5295e+06,20.4,742.3,492.3,750
4726,1782475484645088300,4.53017e+06,0.4,676.1,426.1,625
4727,1782475484645838300,4.53087e+06,0.5,697.3,447.3,750
4728,1782475484646588300,4.53157e+06,0.7,699.5,449.5,750
4729,1782475484647213300,4.53226e+06,0.3,690.9,440.9,625
4730,1782475484647963300,4.53295e+06,0.6,690.7,440.7,750
4731,1782475484648588300,4.53362e+06,0.4,667.9,417.9,625
4732,1782475484649213300,4.53426e+06,0.4,643.2,393.2,625
4733,1782475484649963300,4.53496e+06,0.4,695.5,445.5,750
4734,1782475484650713300,4.53575e+06,1.5,791.6,541.6,750
4735,1782475484651463300,4.53644e+06,0.6,694.4,444.4,750
4736,1782475484652213300,4.5372e+06,0.3,752.9,502.9,750
4737,1782475484652838300,4.53787e+06,0.8,677.4,427.4,625
4738,1782475484653588300,4.53859e+06,0.6,721.5,471.5,750
4739,1782475484654213300,4.53929e+06,0.4,700.4,450.4,625
4740,1782475484654963300,4.53999e+06,1.1,695.4,445.4,750
4741,1782475484655713300,4.54079e+06,0.8,796.5,546.5,750
4742,1782475484656588300,4.54162e+06,0.6,832.6,582.6,875
4743,1782475484657338300,4.54239e+06,0.4,767.3,517.3,750
4744,1782475484658338300,4.54342e+06,0.9,1030.4,780.4,1000
4745,1782475484659088300,4.54415e+06,0.5,728.4,478.4,750
4746,1782475484659338300,4.57254e+06,0.1,28398.5,28148.5,250
4747,1782475484660088300,4.57332e+06,0.5,779,529,750
4748,1782475484660963300,4.57427e+06,1.1,952,702,875
4749,1782475484662213300,4.57552e+06,0.9,1245,995,1250
4750,1782475484663338300,4.57666e+06,0.7,1137.5,887.5,1125
4751,1782475484664338300,4.57766e+06,0.6,1006.2,756.2,1000
4752,1782475484665088300,4.57841e+06,0.4,743,493,750
4753,1782475484665713300,4.57907e+06,0.6,664.6,414.6,625
4754,1782475484666463300,4.57977e+06,0.4,695.2,445.2,750
4755,1782475484667088300,4.58046e+06,0.3,696.7,446.7,625
4756,1782475484667838300,4.58113e+06,0.5,663.3,413.3,750
4757,1782475484668463300,4.58176e+06,0.5,636.2,386.2,625
4758,1782475484669088300,4.58243e+06,0.4,666.9,416.9,625
4759,1782475484669838300,4.58311e+06,0.6,680.2,430.2,750
4760,1782475484670463300,4.58376e+06,0.5,650.9,400.9,625
4761,1782475484671088300,4.58444e+06,0.4,677.9,427.9,625
4762,1782475484671838300,4.58511e+06,0.4,673.3,423.3,750
4763,1782475484672463300,4.58575e+06,0.5,641.8,391.8,625
4764,1782475484673213300,4.58654e+06,0.5,786.1,536.1,750
4765,1782475484673838300,4.58722e+06,0.6,681.6,431.6,625
4766,1782475484674588300,4.58794e+06,0.4,714,464,750
4767,1782475484675338300,4.58863e+06,0.5,698.7,448.7,750
4768,1782475484675963300,4.5893e+06,0.5,670.3,420.3,625
4769,1782475484676838300,4.59019e+06,0.9,889.9,639.9,875
4770,1782475484678213300,4.59155e+06,1.3,1351.1,1101.1,1375
4771,1782475484678963300,4.59231e+06,1.1,768.2,518.2,750
4772,1782475484679588300,4.59298e+06,0.3,665.4,415.4,625
4773,1782475484680338300,4.59363e+06,0.5,650,400,750
4774,1782475484680963300,4.59436e+06,0.7,729.2,479.2,625
4775,1782475484681713300,4.59502e+06,0.4,658,408,750
4776,1782475484682338300,4.59567e+06,0.4,652.5,402.5,625
4777,1782475484683088300,4.59643e+06,0.7,764.8,514.8,750
4778,1782475484683838300,4.59723e+06,0.5,797.6,547.6,750
4779,1782475484684588300,4.59788e+06,0.3,652.6,402.6,750
4780,1782475484685213300,4.59854e+06,0.5,654.7,404.7,625
4781,1782475484685838300,4.5992e+06,0.4,659.8,409.8,625
4782,1782475484686463300,4.59985e+06,0.4,647.8,397.8,625
4783,1782475484687213300,4.60051e+06,0.5,665.4,415.4,750
4784,1782475484687963300,4.60126e+06,0.6,752.1,502.1,750
4785,1782475484688713300,4.60205e+06,0.5,784.3,534.3,750
4786,1782475484689338300,4.60272e+06,0.4,674.3,424.3,625
4787,1782475484690088300,4.60339e+06,0.5,667.1,417.1,750
4788,1782475484690838300,4.60413e+06,0.5,736.9,486.9,750
4789,1782475484691463300,4.60477e+06,0.4,648.6,398.6,625
4790,1782475484692088300,4.60543e+06,0.4,654.9,404.9,625
4791,1782475484693213300,4.60657e+06,1.4,1142.5,892.5,1125
4792,1782475484694338300,4.60782e+06,1.8,1244.8,994.8,1125
4793,1782475484695463300,4.60894e+06,0.6,1126.3,876.3,1125
4794,1782475484696588300,4.60997e+06,1.1,1030.5,780.5,1125
4795,1782475484697338300,4.61078e+06,0.7,802.8,552.8,750
4796,1782475484698338300,4.61172e+06,0.7,941.9,691.9,1000
4797,1782475484698963300,4.61242e+06,0.5,697.3,447.3,625
4798,1782475484699588300,4.61306e+06,0.5,646.3,396.3,625
4799,1782475484700338300,4.61374e+06,0.5,675.6,425.6,750
4800,1782475484700963300,4.61441e+06,0.5,672.6,422.6,625
4801,1782475484701588300,4.61506e+06,0.3,646.1,396.1,625
4802,1782475484702338300,4.61574e+06,0.5,679.9,429.9,750
4803,1782475484703088300,4.61652e+06,0.5,781.3,531.3,750
4804,1782475484703713300,4.61718e+06,0.8,658.4,408.4,625
4805,1782475484704463300,4.61794e+06,0.4,765.3,515.3,750
4806,1782475484705213300,4.61866e+06,0.6,717.6,467.6,750
4807,1782475484705963300,4.61938e+06,0.6,721.1,471.1,750
4808,1782475484706588300,4.62004e+06,0.3,656.4,406.4,625
4809,1782475484707713300,4.62117e+06,1.1,1132,882,1125
4810,1782475484708463300,4.62198e+06,1.1,816.6,566.6,750
4811,1782475484709213300,4.62268e+06,0.5,697,447,750
4812,1782475484709838300,4.62332e+06,0.6,634.8,384.8,625
4813,1782475484710463300,4.62399e+06,0.5,673.9,423.9,625
4814,1782475484711213300,4.62469e+06,0.7,700.2,450.2,750
4815,1782475484711838300,4.62536e+06,0.3,669.8,419.8,625
4816,1782475484712588300,4.62606e+06,0.7,694.8,444.8,750
4817,1782475484713213300,4.62675e+06,0.4,692.9,442.9,625
4818,1782475484713963300,4.62745e+06,1.5,702.3,452.3,750
4819,1782475484714588300,4.62812e+06,0.3,669.4,419.4,625
4820,1782475484715338300,4.62885e+06,0.6,730,480,750
4821,1782475484715963300,4.62952e+06,0.5,675,425,625
4822,1782475484716713300,4.63017e+06,0.6,643.4,393.4,750
4823,1782475484717338300,4.63083e+06,0.4,666.7,416.7,625
4824,1782475484718088300,4.63157e+06,1.7,736.5,486.5,750
4825,1782475484718713300,4.63224e+06,0.4,664.2,414.2,625
4826,1782475484719338300,4.6329e+06,0.3,659.6,409.6,625
4827,1782475484720088300,4.63356e+06,0.4,667.7,417.7,750
4828,1782475484720713300,4.63419e+06,0.6,628.8,378.8,625
4829,1782475484721338300,4.63486e+06,0.4,668.3,418.3,625
4830,1782475484722088300,4.63566e+06,1.1,800.9,550.9,750
4831,1782475484723088300,4.63664e+06,0.8,978.6,728.6,1000
4832,1782475484723838300,4.63733e+06,0.9,694,444,750
4833,1782475484724463300,4.63801e+06,0.3,676,426,625
4834,1782475484725213300,4.63867e+06,0.5,660.8,410.8,750
4835,1782475484725838300,4.63933e+06,0.4,661.9,411.9,625
4836,1782475484726463300,4.63999e+06,0.4,655.9,405.9,625
4837,1782475484727213300,4.64067e+06,0.4,678.8,428.8,750
4838,1782475484728088300,4.64158e+06,1.4,913.4,663.4,875
4839,1782475484728838300,4.64236e+06,0.5,782.3,532.3,750
4840,1782475484729338300,4.64302e+06,0.2,662,412,500
4841,1782475484730088300,4.64369e+06,0.4,669.3,419.3,750
4842,1782475484730713300,4.64435e+06,0.5,656.5,406.5,625
4843,1782475484731338300,4.645e+06,0.4,649.2,399.2,625
4844,1782475484732088300,4.64568e+06,0.4,677.8,427.8,750
4845,1782475484732713300,4.64634e+06,0.5,664,414,625
4846,1782475484733338300,4.647e+06,0.6,653.6,403.6,625
4847,1782475484734088300,4.64776e+06,0.4,764.3,514.3,750
4848,1782475484734838300,4.64846e+06,0.4,704.8,454.8,750
4849,1782475484735588300,4.64922e+06,0.6,756.9,506.9,750
4850,1782475484736213300,4.64989e+06,0.5,668.5,418.5,625
4851,1782475484736963300,4.65055e+06,0.3,660.7,410.7,750
4852,1782475484737838300,4.65149e+06,0.9,937.6,687.6,875
4853,1782475484738713300,4.65242e+06,0.5,930,680,875
4854,1782475484739338300,4.6531e+06,0.8,679.8,429.8,625
4855,1782475484740088300,4.65382e+06,0.9,717.8,467.8,750
4856,1782475484740838300,4.65451e+06,0.4,690.8,440.8,750
4857,1782475484741463300,4.65517e+06,0.5,665.7,415.7,625
4858,1782475484742088300,4.65582e+06,0.4,650.9,400.9,625
4859,1782475484742713300,4.65649e+06,0.4,665.3,415.3,625
4860,1782475484743463300,4.65718e+06,0.4,695.3,445.3,750
4861,1782475484744213300,4.6579e+06,0.9,711.9,461.9,750
4862,1782475484744838300,4.65857e+06,0.4,672.3,422.3,625
4863,1782475484745463300,4.65924e+06,0.5,670.4,420.4,625
4864,1782475484746213300,4.65991e+06,0.5,670,420,750
4865,1782475484746838300,4.66057e+06,0.3,657.7,407.7,625
4866,1782475484747463300,4.66124e+06,0.6,673.2,423.2,625
4867,1782475484748213300,4.6619e+06,0.5,660.8,410.8,750
4868,1782475484749088300,4.66276e+06,0.7,865.1,615.1,875
4869,1782475484749713300,4.66348e+06,0.3,718.8,468.8,625
4870,1782475484750463300,4.66415e+06,0.5,665.8,415.8,750
4871,1782475484751088300,4.66482e+06,0.4,671.2,421.2,625
4872,1782475484751838300,4.66557e+06,0.8,750.9,500.9,750
4873,1782475484752713300,4.66642e+06,0.5,853,603,875
4874,1782475484753338300,4.66709e+06,0.4,664.7,414.7,625
4875,1782475484754338300,4.66813e+06,0.7,1042.5,792.5,1000
4876,1782475484755088300,4.66883e+06,0.6,701.7,451.7,750
4877,1782475484755963300,4.66976e+06,0.9,929.7,679.7,875
4878,1782475484757088300,4.67087e+06,0.7,1110.6,860.6,1125
4879,1782475484757838300,4.67168e+06,0.6,808.8,558.8,750
4880,1782475484758713300,4.67245e+06,0.5,764.4,514.4,875
4881,1782475484759088300,4.67316e+06,0.6,712.8,462.8,375
4882,1782475484759338300,4.70284e+06,0.1,29677.2,29427.2,250
4883,1782475484760213300,4.70372e+06,0.6,884.2,634.2,875
4884,1782475484760838300,4.70439e+06,0.5,665.5,415.5,625
4885,1782475484761588300,4.70511e+06,0.9,718.7,468.7,750
4886,1782475484762213300,4.70574e+06,0.4,636.8,386.8,625
4887,1782475484762838300,4.7064e+06,0.4,653.2,403.2,625
4888,1782475484763588300,4.70721e+06,0.8,817.8,567.8,750
4889,1782475484764463300,4.708e+06,0.5,786.7,536.7,875
4890,1782475484765338300,4.70889e+06,1,887.4,637.4,875
4891,1782475484766088300,4.70961e+06,0.5,720.5,470.5,750
4892,1782475484766713300,4.71027e+06,0.2,666,416,625
4893,1782475484767338300,4.71093e+06,0.4,659.8,409.8,625
4894,1782475484767963300,4.71157e+06,0.4,636.8,386.8,625
4895,1782475484768588300,4.71223e+06,0.7,655,405,625
4896,1782475484769338300,4.71293e+06,0.3,707.8,457.8,750
4897,1782475484769963300,4.71358e+06,0.5,649.9,399.9,625
4898,1782475484770713300,4.71424e+06,0.5,652.7,402.7,750
4899,1782475484771463300,4.71501e+06,0.9,771.5,521.5,750
4900,1782475484772088300,4.71572e+06,0.4,708.7,458.7,625
4901,1782475484772838300,4.71637e+06,0.5,656.2,406.2,750
4902,1782475484773463300,4.71711e+06,0.4,736.2,486.2,625
4903,1782475484774213300,4.71779e+06,0.5,678.7,428.7,750
4904,1782475484775088300,4.71873e+06,1.5,943.4,693.4,875
4905,1782475484776088300,4.7197e+06,0.6,971.1,721.1,1000
4906,1782475484776963300,4.72062e+06,0.5,917,667,875
4907,1782475484777963300,4.72155e+06,0.8,935.4,685.4,1000
4908,1782475484778963300,4.72251e+06,0.7,955.8,705.8,1000
4909,1782475484779838300,4.72347e+06,0.9,956.1,706.1,875
4910,1782475484780838300,4.7245e+06,0.9,1035.9,785.9,1000
4911,1782475484781963300,4.72552e+06,1,1018.6,768.6,1125
4912,1782475484782588300,4.72624e+06,0.4,716.5,466.5,625
4913,1782475484783338300,4.72692e+06,0.4,683.2,433.2,750
4914,1782475484783963300,4.72757e+06,0.5,645.8,395.8,625
4915,1782475484784588300,4.72825e+06,0.3,680.7,430.7,625
4916,1782475484785338300,4.72892e+06,0.4,671.2,421.2,750
4917,1782475484785963300,4.72956e+06,0.5,644.1,394.1,625
4918,1782475484787088300,4.73066e+06,0.6,1096,846,1125
4919,1782475484787963300,4.73156e+06,0.7,905.7,655.7,875
4920,1782475484788588300,4.73226e+06,0.5,696.5,446.5,625
4921,1782475484789338300,4.73293e+06,0.3,665.4,415.4,750
4922,1782475484789963300,4.73359e+06,0.5,665.9,415.9,625
4923,1782475484790588300,4.73424e+06,0.6,647.6,397.6,625
4924,1782475484791338300,4.73492e+06,3,681.1,431.1,750
4925,1782475484791963300,4.7356e+06,0.3,680.2,430.2,625
4926,1782475484792713300,4.73632e+06,0.5,722.5,472.5,750
4927,1782475484793338300,4.73699e+06,0.4,667.2,417.2,625
4928,1782475484794088300,4.73767e+06,0.5,675.5,425.5,750
4929,1782475484794713300,4.73834e+06,0.4,673.6,423.6,625
4930,1782475484795338300,4.739e+06,0.6,662.8,412.8,625
4931,1782475484796088300,4.73967e+06,0.4,671.7,421.7,750
4932,1782475484796713300,4.74034e+06,0.4,661.5,411.5,625
4933,1782475484797463300,4.74102e+06,0.5,686.5,436.5,750
4934,1782475484798213300,4.7418e+06,1.6,782.7,532.7,750
4935,1782475484798963300,4.74258e+06,0.6,774.8,524.8,750
4936,1782475484799588300,4.74324e+06,0.4,658.5,408.5,625
4937,1782475484800338300,4.74391e+06,0.5,672.5,422.5,750
4938,1782475484800963300,4.74456e+06,0.4,650.7,400.7,625
4939,1782475484801588300,4.74521e+06,0.3,644.4,394.4,625
4940,1782475484802463300,4.74612e+06,1.4,913,663,875
4941,1782475484803713300,4.74735e+06,1.4,1228.1,978.1,1250
4942,1782475484804463300,4.74814e+06,0.3,792.2,542.2,750
4943,1782475484805088300,4.74879e+06,0.7,648.2,398.2,625
4944,1782475484805838300,4.74945e+06,0.5,666.6,416.6,750
4945,1782475484806463300,4.75011e+06,0.4,659.9,409.9,625
4946,1782475484807088300,4.75075e+06,0.4,635.7,385.7,625
4947,1782475484807838300,4.75147e+06,0.7,720.8,470.8,750
4948,1782475484808588300,4.75223e+06,0.8,756.1,506.1,750
4949,1782475484809338300,4.75298e+06,0.5,756.4,506.4,750
4950,1782475484809963300,4.75363e+06,0.4,650.3,400.3,625
4951,1782475484810588300,4.7543e+06,0.4,668.6,418.6,625
4952,1782475484811338300,4.75495e+06,0.5,653.1,403.1,750
4953,1782475484811963300,4.7556e+06,0.3,642.8,392.8,625
4954,1782475484812588300,4.75628e+06,0.5,684.8,434.8,625
4955,1782475484813338300,4.75703e+06,0.5,750,500,750
4956,1782475484814088300,4.7577e+06,0.4,663.8,413.8,750
4957,1782475484814713300,4.75838e+06,0.3,680.6,430.6,625
4958,1782475484815463300,4.75909e+06,0.4,714.5,464.5,750
4959,1782475484816088300,4.75974e+06,0.4,647.1,397.1,625
4960,1782475484816713300,4.76041e+06,0.3,675.8,425.8,625
4961,1782475484817463300,4.76136e+06,1.6,944.1,694.1,750
4962,1782475484818338300,4.76221e+06,0.8,849.2,599.2,875
4963,1782475484818963300,4.76289e+06,0.5,683.9,433.9,625
4964,1782475484819588300,4.76353e+06,0.3,637.3,387.3,625
4965,1782475484820338300,4.76419e+06,0.5,662.9,412.9,750
4966,1782475484820963300,4.76488e+06,0.5,688.1,438.1,625
4967,1782475484821713300,4.76562e+06,0.4,737.4,487.4,750
4968,1782475484822588300,4.76645e+06,0.5,833.1,583.1,875
4969,1782475484823213300,4.76713e+06,0.4,681.2,431.2,625
4970,1782475484823963300,4.76781e+06,0.5,682,432,750
4971,1782475484824713300,4.76861e+06,0.5,799.9,549.9,750
4972,1782475484825463300,4.76935e+06,0.5,736.1,486.1,750
4973,1782475484826213300,4.77009e+06,0.5,741.5,491.5,750
4974,1782475484826963300,4.77081e+06,0.4,715.7,465.7,750
4975,1782475484827588300,4.77155e+06,0.6,739.5,489.5,625
4976,1782475484828338300,4.77219e+06,0.5,646.5,396.5,750
4977,1782475484828963300,4.77285e+06,0.5,661.1,411.1,625
4978,1782475484829588300,4.7735e+06,0.5,651.4,401.4,625
4979,1782475484830338300,4.77419e+06,0.9,688.4,438.4,750
4980,1782475484830963300,4.77489e+06,0.4,694.2,444.2,625
4981,1782475484831713300,4.77565e+06,0.6,766.1,516.1,750
4982,1782475484832713300,4.77658e+06,1.1,924.8,674.8,1000
4983,1782475484833588300,4.77752e+06,0.5,941,691,875
4984,1782475484834213300,4.77816e+06,0.3,636.3,386.3,625
4985,1782475484834963300,4.77882e+06,0.5,668,418,750
4986,1782475484835588300,4.77949e+06,0.4,666.7,416.7,625
4987,1782475484836213300,4.78013e+06,0.4,637.9,387.9,625
4988,1782475484836838300,4.78078e+06,0.5,655.3,405.3,625
4989,1782475484837588300,4.78148e+06,0.4,700.3,450.3,750
4990,1782475484838213300,4.78217e+06,2.3,690.7,440.7,625
4991,1782475484838963300,4.78291e+06,0.7,734,484,750
4992,1782475484839713300,4.78359e+06,0.3,685,435,750
4993,1782475484840338300,4.78424e+06,0.4,648.3,398.3,625
4994,1782475484840963300,4.78493e+06,0.7,687,437,625
4995,1782475484841838300,4.78572e+06,0.4,793.4,543.4,875
4996,1782475484842463300,4.78643e+06,0.7,704.4,454.4,625
4997,1782475484843338300,4.78721e+06,0.6,780.8,530.8,875
4998,1782475484843963300,4.78787e+06,0.4,661.7,411.7,625
4999,1782475484844588300,4.78853e+06,0.4,665.6,415.6,625
5000,1782475484845338300,4.78925e+06,0.5,714.5,464.5,750
5001,1782475484845963300,4.7899e+06,0.4,656.1,406.1,625
5002,1782475484846713300,4.79067e+06,0.5,761.4,511.4,750
5003,1782475484847463300,4.79136e+06,0.6,689.3,439.3,750
5004,1782475484848213300,4.79219e+06,1.2,830.4,580.4,750
5005,1782475484849338300,4.79333e+06,1.1,1141.9,891.9,1125
5006,1782475484850463300,4.79434e+06,0.7,1016.2,766.2,1125
5007,1782475484851338300,4.79534e+06,0.7,995.4,745.4,875
5008,1782475484852338300,4.79628e+06,0.7,940.1,690.1,1000
5009,1782475484853213300,4.79713e+06,0.8,851.3,601.3,875
5010,1782475484853838300,4.79784e+06,0.5,706.9,456.9,625
5011,1782475484854588300,4.79855e+06,0.4,716.4,466.4,750
5012,1782475484855338300,4.79929e+06,0.6,740.4,490.4,750
5013,1782475484856088300,4.80006e+06,0.6,762.9,512.9,750
5014,1782475484856838300,4.80081e+06,0.5,750,500,750
5015,1782475484857588300,4.80153e+06,0.5,725.4,475.4,750
5016,1782475484858213300,4.80222e+06,0.6,690.1,440.1,625
5017,1782475484858963300,4.80291e+06,0.5,686.3,436.3,750
5018,1782475484859213300,4.80376e+06,0.2,854.6,604.6,250
5019,1782475484859463300,4.83258e+06,0.1,28818.1,28568.1,250
5020,1782475484860338300,4.83355e+06,0.7,966.4,716.4,875
5021,1782475484861088300,4.83428e+06,0.7,730.9,480.9,750
5022,1782475484861838300,4.83501e+06,0.4,726.3,476.3,750
5023,1782475484862463300,4.83566e+06,0.5,655.1,405.1,625
5024,1782475484863213300,4.83635e+06,0.4,687.4,437.4,750
5025,1782475484863838300,4.837e+06,0.4,652.7,402.7,625
5026,1782475484864463300,4.8377e+06,0.3,701.1,451.1,625
5027,1782475484865213300,4.83839e+06,0.5,690.7,440.7,750
5028,1782475484865838300,4.83905e+06,0.5,657.7,407.7,625
5029,1782475484866838300,4.84014e+06,1,1087.3,837.3,1000
5030,1782475484867713300,4.84102e+06,0.4,878.7,628.7,875
5031,1782475484868588300,4.84183e+06,1.3,816.2,566.2,875
5032,1782475484869463300,4.84271e+06,0.6,875.7,625.7,875
5033,1782475484870213300,4.84352e+06,0.6,816.3,566.3,750
5034,1782475484870963300,4.84419e+06,0.7,665.9,415.9,750
5035,1782475484871588300,4.84486e+06,0.5,671.9,421.9,625
5036,1782475484872338300,4.84559e+06,0.6,726.7,476.7,750
5037,1782475484872963300,4.84628e+06,0.6,695.2,445.2,625
5038,1782475484873713300,4.84696e+06,0.8,678.9,428.9,750
5039,1782475484874463300,4.84781e+06,0.3,842.1,592.1,750
5040,1782475484875213300,4.8485e+06,0.5,690.7,440.7,750
5041,1782475484875838300,4.84916e+06,0.4,659.2,409.2,625
5042,1782475484876588300,4.84984e+06,0.5,680.4,430.4,750
5043,1782475484877213300,4.85052e+06,0.4,682.8,432.8,625
5044,1782475484877838300,4.85118e+06,0.4,664.7,414.7,625
5045,1782475484878588300,4.85191e+06,0.9,725,475,750
5046,1782475484879338300,4.85266e+06,0.4,753.9,503.9,750
5047,1782475484879963300,4.85334e+06,0.4,673.9,423.9,625
5048,1782475484880713300,4.85404e+06,0.6,705.1,455.1,750
5049,1782475484881463300,4.85472e+06,0.5,680.2,430.2,750
5050,1782475484882338300,4.85564e+06,0.6,923.4,673.4,875
5051,1782475484882963300,4.85634e+06,0.4,693.7,443.7,625
5052,1782475484883713300,4.85703e+06,0.6,696.4,446.4,750
5053,1782475484884588300,4.85794e+06,0.8,901.4,651.4,875
5054,1782475484885463300,4.85888e+06,0.7,945.8,695.8,875
5055,1782475484886213300,4.8596e+06,0.6,715.4,465.4,750
5056,1782475484886838300,4.86028e+06,0.4,679.5,429.5,625
5057,1782475484887588300,4.86096e+06,0.6,679.8,429.8,750
5058,1782475484888213300,4.86165e+06,0.5,693.1,443.1,625
5059,1782475484888963300,4.86232e+06,0.5,672,422,750
5060,1782475484889713300,4.86304e+06,0.4,714,464,750
5061,1782475484890338300,4.86373e+06,0.4,689.7,439.7,625
5062,1782475484890963300,4.86439e+06,0.4,666.1,416.1,625
5063,1782475484891713300,4.86506e+06,0.4,671.9,421.9,750
5064,1782475484892338300,4.86577e+06,0.5,708.6,458.6,625
5065,1782475484893088300,4.86646e+06,0.5,688.7,438.7,750
5066,1782475484893713300,4.86713e+06,0.4,664.5,414.5,625
5067,1782475484894463300,4.86786e+06,0.9,734.9,484.9,750
5068,1782475484895213300,4.86861e+06,0.6,752,502,750
5069,1782475484895838300,4.86927e+06,0.4,659.6,409.6,625
5070,1782475484896588300,4.86998e+06,0.5,710.9,460.9,750
5071,1782475484897463300,4.87082e+06,0.7,835.7,585.7,875
5072,1782475484898338300,4.87168e+06,0.8,864.7,614.7,875
5073,1782475484899088300,4.87245e+06,1,767.5,517.5,750
5074,1782475484899713300,4.87314e+06,0.4,684.9,434.9,625
5075,1782475484900463300,4.87384e+06,0.5,704.1,454.1,750
5076,1782475484901088300,4.87455e+06,0.9,706,456,625
5077,1782475484901838300,4.87524e+06,0.5,691.3,441.3,750
5078,1782475484902463300,4.87589e+06,0.5,649.4,399.4,625
5079,1782475484903213300,4.87656e+06,0.6,673.6,423.6,750
5080,1782475484903838300,4.87724e+06,0.5,678.3,428.3,625
5081,1782475484904463300,4.87788e+06,0.4,638.5,388.5,625
5082,1782475484905213300,4.87862e+06,0.5,739.6,489.6,750
5083,1782475484905838300,4.87927e+06,0.7,655.4,405.4,625
5084,1782475484906463300,4.8799e+06,0.4,631.3,381.3,625
5085,1782475484907213300,4.88065e+06,0.5,747.5,497.5,750
5086,1782475484908088300,4.88148e+06,0.7,830.4,580.4,875
5087,1782475484908713300,4.88215e+06,0.5,670.1,420.1,625
5088,1782475484909463300,4.88286e+06,0.4,709.5,459.5,750
5089,1782475484910088300,4.88352e+06,0.4,656.2,406.2,625
5090,1782475484910838300,4.88418e+06,0.5,664.2,414.2,750
5091,1782475484911463300,4.88483e+06,0.5,650.2,400.2,625
5092,1782475484912463300,4.88591e+06,1,1079,829,1000
5093,1782475484913088300,4.88666e+06,0.5,747.8,497.8,625
5094,1782475484913838300,4.88733e+06,0.6,670.1,420.1,750
5095,1782475484914463300,4.88803e+06,1,702.3,452.3,625
5096,1782475484915463300,4.88901e+06,1.4,975.4,725.4,1000
5097,1782475484916213300,4.8897e+06,0.4,692.6,442.6,750
